	Silent/kb	TotMissense	TotSplicing	TotLOF	Missense/kb	LOF/kb	LOF/silent	Splicing/silent	Missense/silent	Hifi/Lofi	LOF/benign	Splicing/benign	Missense/benign	Hifi/benign	avgPolyphen2	LOF/tot	Missense/tot	Splicing/tot	LOF/missense	Mifi/kb	Nonstop/kb	Inframe/kb	Complex/kb	Compound/benign	Compound/kB	Damaging/kb	Damaging/benign	Damaging/Lofi	MissenseEntr	HiMisFreq	FSEntr	HiFSFreq	SplicEntr	HiSplicFreq	NonsenseEntr	HiNonsenseFreq	TotMifi	Label
MADCAM1	0.0	2	0	0	0.0017406440382941688	0.0	48.0	48.0	48.0	8.0	56.0	56.0	56.0	56.0	0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	56.0	0.0017406440382941688	0.0	56.0	8.0	0.0	0.5	0	0	0	0	0	0	0	Unlabeled
PRRC2A	0.00015446400988569664	6	0	1	0.0009267840593141798	0.00015446400988569664	1.0	0.0	6.0	8.0	1.0	0.0	6.0	1.0	0.954	0.125	0.75	0.0	0.16666666666666666	0.0	0.0	0.0	0.0	6.0	0.0009267840593141798	0.00015446400988569664	1.0	8.0	2.220446049250313e-16	0.16666666666666666	0	0	0	0	0.0	1.0	0	Unlabeled
EP400NL	0.0013633265167007499	2	0	0	0.0013633265167007499	0.0	0.0	0.0	1.0	8.0	0.0	0.0	1.0	0.0	0	0.0	0.5	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0013633265167007499	0.0	0.0	8.0	0.0	0.5	0	0	0	0	0	0	0	Unlabeled
SPATA5	0.0003728560775540641	0	0	0	0.0	0.0	0.0	0.0	0.0	8.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	156.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.0	0	0	0	0	0	0	0	0	0	Unlabeled
TPD52	0.0	1	0	0	0.0014814814814814814	0.0	48.0	48.0	48.0	8.0	56.0	56.0	56.0	56.0	0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	56.0	0.0014814814814814814	0.0	56.0	8.0	0.0	1.0	0	0	0	0	0	0	0	Unlabeled
C6orf141	0.0013605442176870747	1	0	0	0.0013605442176870747	0.0	0.0	0.0	1.0	8.0	0.0	0.0	1.0	0.0	0	0.0	0.5	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0013605442176870747	0.0	0.0	8.0	0.0	1.0	0	0	0	0	0	0	0	Unlabeled
FNBP1L_ENST00000271234	0.0	1	0	0	0.00055005500550055	0.0	48.0	48.0	48.0	8.0	56.0	56.0	56.0	56.0	0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	56.0	0.00055005500550055	0.0	56.0	8.0	0.0	1.0	0	0	0	0	0	0	0	Unlabeled
STAT2	0.001564945226917058	2	0	0	0.000782472613458529	0.0	0.0	0.0	0.5	8.0	0.0	0.0	0.5	0.0	0	0.0	0.3333333333333333	0.0	0.0	0.0	0.0	0.0	0.0	0.5	0.000782472613458529	0.0	0.0	8.0	0.0	0.5	0	0	0	0	0	0	0	Unlabeled
MAP2K7	0.0007936507936507937	0	0	0	0.0	0.0	0.0	0.0	0.0	8.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	156.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.0	0	0	0	0	0	0	0	0	0	Unlabeled
CDR1	0.0	1	0	0	0.0012674271229404308	0.0	48.0	48.0	48.0	8.0	56.0	56.0	56.0	56.0	0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	56.0	0.0012674271229404308	0.0	56.0	8.0	0.0	1.0	0	0	0	0	0	0	0	Unlabeled
WDR78_ENST00000371023	0.0006105006105006105	1	0	0	0.0006105006105006105	0.0	0.0	0.0	1.0	8.0	0.0	0.0	1.0	0.0	0	0.0	0.5	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0006105006105006105	0.0	0.0	8.0	0.0	1.0	0	0	0	0	0	0	0	Unlabeled
NOP58	0.0012578616352201257	0	0	1	0.0	0.0006289308176100629	0.5	0.0	0.0	8.0	0.5	0.0	0.0	0.0	0	0.3333333333333333	0.0	0.0	156.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.0	0	0	0	0	0	0	0.0	1.0	0	Unlabeled
BRPF1	0.0	1	0	0	0.000273000273000273	0.0	48.0	48.0	48.0	8.0	56.0	56.0	56.0	56.0	0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	56.0	0.000273000273000273	0.0	56.0	8.0	0.0	1.0	0	0	0	0	0	0	0	Unlabeled
ITGB1_ENST00000396033	0.0	1	0	0	0.00041718815185648727	0.0	48.0	48.0	48.0	8.0	56.0	56.0	56.0	56.0	0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	56.0	0.00041718815185648727	0.0	56.0	8.0	0.0	1.0	0	0	0	0	0	0	0	Unlabeled
HIST1H1B	0.004405286343612335	3	0	0	0.004405286343612335	0.0	0.0	0.0	1.0	8.0	0.0	0.0	1.0	0.0	0	0.0	0.5	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.004405286343612335	0.0	0.0	8.0	0.05663301226513251	0.3333333333333333	0	0	0	0	0	0	0	Unlabeled
FTCD	0.0006150061500615006	1	0	1	0.0006150061500615006	0.0006150061500615006	1.0	0.0	1.0	8.0	1.0	0.0	1.0	0.0	0	0.3333333333333333	0.3333333333333333	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0006150061500615006	0.0	0.0	8.0	0.0	1.0	0	0	0	0	0.0	1.0	0	Unlabeled
TSSC1	0.0	1	0	0	0.000859106529209622	0.0	48.0	48.0	48.0	8.0	56.0	56.0	56.0	56.0	0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	56.0	0.000859106529209622	0.0	56.0	8.0	0.0	1.0	0	0	0	0	0	0	0	Unlabeled
ZNF570	0.0	1	0	0	0.0006207324643078833	0.0	48.0	48.0	48.0	8.0	56.0	56.0	56.0	56.0	0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	56.0	0.0006207324643078833	0.0	56.0	8.0	0.0	1.0	0	0	0	0	0	0	0	Unlabeled
PTK7	0.0	1	0	0	0.0003112356053532524	0.0	48.0	48.0	48.0	8.0	56.0	56.0	56.0	56.0	0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	56.0	0.0003112356053532524	0.0	56.0	8.0	0.0	1.0	0	0	0	0	0	0	0	Unlabeled
IRS2	0.0	1	0	0	0.00024894199651481205	0.0	48.0	48.0	48.0	8.0	56.0	56.0	56.0	56.0	0.998	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	56.0	0.00024894199651481205	0.00024894199651481205	56.0	8.0	0.0	1.0	0	0	0	0	0	0	0	Unlabeled
MAMLD1	0.0004748338081671415	0	0	0	0.0	0.0	0.0	0.0	0.0	8.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	156.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.0	0	0	0	0	0	0	0	0	0	Unlabeled
KLHL31	0.0	1	0	0	0.0005249343832020997	0.0	48.0	48.0	48.0	8.0	56.0	56.0	56.0	56.0	0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	56.0	0.0005249343832020997	0.0	56.0	8.0	0.0	1.0	0	0	0	0	0	0	0	Unlabeled
C9orf79	0.0	3	0	1	0.0006915629322268327	0.0002305209774089442	48.0	48.0	48.0	8.0	56.0	56.0	56.0	56.0	0	0.25	0.75	0.0	0.3333333333333333	0.0	0.0	0.0	0.0	56.0	0.0006915629322268327	0.0	56.0	8.0	2.220446049250313e-16	0.3333333333333333	0	0	0	0	0.0	1.0	0	Unlabeled
RASA1_ENST00000456692	0.0	1	0	1	0.0003827018752391887	0.0003827018752391887	48.0	48.0	48.0	8.0	56.0	56.0	56.0	56.0	0	0.5	0.5	0.0	1.0	0.0	0.0	0.0	0.0	56.0	0.0003827018752391887	0.0	56.0	8.0	0.0	1.0	0	0	0	0	0.0	1.0	0	Unlabeled
GPR155	0.0003827018752391887	0	0	0	0.0	0.0	0.0	0.0	0.0	8.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	156.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.0	0	0	0	0	0	0	0	0	0	Unlabeled
SHC2	0.0007062146892655367	1	0	0	0.00035310734463276836	0.0	0.0	0.0	0.5	8.0	0.0	0.0	0.5	0.0	0	0.0	0.3333333333333333	0.0	0.0	0.0	0.0	0.0	0.0	0.5	0.00035310734463276836	0.0	0.0	8.0	0.0	1.0	0	0	0	0	0	0	0	Unlabeled
VWA5B2	0.0005363368195226602	3	0	0	0.0008045052292839903	0.0	0.0	0.0	1.5	8.0	0.0	0.0	1.5	0.0	0	0.0	0.6	0.0	0.0	0.0	0.0	0.0	0.0	1.5	0.0008045052292839903	0.0	0.0	8.0	2.220446049250313e-16	0.3333333333333333	0	0	0	0	0	0	0	Unlabeled
SCARB2	0.0	1	0	0	0.0006958942240779402	0.0	48.0	48.0	48.0	8.0	56.0	56.0	56.0	56.0	0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	56.0	0.0006958942240779402	0.0	56.0	8.0	0.0	1.0	0	0	0	0	0	0	0	Unlabeled
TBC1D8_ENST00000376840	0.00029214139643587495	1	0	0	0.00029214139643587495	0.0	0.0	0.0	1.0	8.0	0.0	0.0	1.0	0.0	0	0.0	0.5	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.00029214139643587495	0.0	0.0	8.0	0.0	1.0	0	0	0	0	0	0	0	Unlabeled
AOC3	0.0	2	0	0	0.0008726003490401396	0.0	48.0	48.0	48.0	8.0	56.0	56.0	56.0	56.0	0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	56.0	0.0008726003490401396	0.0	56.0	8.0	0.0	0.5	0	0	0	0	0	0	0	Unlabeled
GMNN	0.0015873015873015873	1	0	0	0.0015873015873015873	0.0	0.0	0.0	1.0	8.0	0.0	0.0	1.0	0.0	0	0.0	0.5	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0015873015873015873	0.0	0.0	8.0	0.0	1.0	0	0	0	0	0	0	0	Unlabeled
RPA2_ENST00000313433	0.0	1	0	0	0.0009285051067780873	0.0	48.0	48.0	48.0	8.0	56.0	56.0	56.0	56.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	56.0	0.0009285051067780873	0.0009285051067780873	56.0	8.0	0.0	1.0	0	0	0	0	0	0	0	Unlabeled
RASGEF1C_ENST00000393371	0.0007137758743754461	0	0	0	0.0	0.0	0.0	0.0	0.0	8.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	156.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.0	0	0	0	0	0	0	0	0	0	Unlabeled
ALKBH8_ENST00000428149	0.0	1	0	0	0.0005012531328320802	0.0	48.0	48.0	48.0	8.0	56.0	56.0	56.0	56.0	0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	56.0	0.0005012531328320802	0.0	56.0	8.0	0.0	1.0	0	0	0	0	0	0	0	Unlabeled
RASSF1	0.000966183574879227	1	0	0	0.000966183574879227	0.0	0.0	0.0	1.0	8.0	0.0	0.0	1.0	0.0	0	0.0	0.5	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.000966183574879227	0.0	0.0	8.0	0.0	1.0	0	0	0	0	0	0	0	Unlabeled
DLGAP2	0.0	3	0	0	0.000980392156862745	0.0	48.0	48.0	48.0	8.0	56.0	56.0	56.0	56.0	0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	56.0	0.000980392156862745	0.0	56.0	8.0	2.220446049250313e-16	0.3333333333333333	0	0	0	0	0	0	0	Unlabeled
HOXC6_ENST00000509328	0.0	0	0	1	0.0	0.004694835680751174	48.0	48.0	48.0	8.0	56.0	56.0	56.0	56.0	0	1.0	0.0	0.0	156.0	0.0	0.0	0.0	0.0	56.0	0.0	0.0	56.0	8.0	0	0	0	0	0	0	0.0	1.0	0	Unlabeled
MAGEC3_ENST00000448920	0.0	1	0	0	0.0026246719160104987	0.0	48.0	48.0	48.0	8.0	56.0	56.0	56.0	56.0	0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	56.0	0.0026246719160104987	0.0	56.0	8.0	0.0	1.0	0	0	0	0	0	0	0	Unlabeled
HEY2	0.0	1	0	0	0.0009861932938856016	0.0	48.0	48.0	48.0	8.0	56.0	56.0	56.0	56.0	0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	56.0	0.0009861932938856016	0.0	56.0	8.0	0.0	1.0	0	0	0	0	0	0	0	Unlabeled
SHMT2_ENST00000393827	0.0008149959250203749	0	0	0	0.0	0.0	0.0	0.0	0.0	8.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	156.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.0	0	0	0	0	0	0	0	0	0	Unlabeled
SIRPD	0.0016835016835016834	0	0	0	0.0	0.0	0.0	0.0	0.0	8.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	156.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.0	0	0	0	0	0	0	0	0	0	Unlabeled
C20orf72_ENST00000377704	0.0	0	0	1	0.0	0.0013175230566534915	48.0	48.0	48.0	8.0	56.0	56.0	56.0	56.0	0	1.0	0.0	0.0	156.0	0.0	0.0	0.0	0.0	56.0	0.0	0.0	56.0	8.0	0	0	0	0	0	0	0.0	1.0	0	Unlabeled
TXNDC11	0.0	1	0	0	0.0003475842891901286	0.0	48.0	48.0	48.0	8.0	56.0	56.0	56.0	56.0	0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	56.0	0.0003475842891901286	0.0	56.0	8.0	0.0	1.0	0	0	0	0	0	0	0	Unlabeled
PIWIL4	0.00039077764751856197	1	0	0	0.00039077764751856197	0.0	0.0	0.0	1.0	8.0	0.0	0.0	1.0	1.0	1.0	0.0	0.5	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.00039077764751856197	0.00039077764751856197	1.0	8.0	0.0	1.0	0	0	0	0	0	0	0	Unlabeled
ST5	0.00029291154071470416	3	0	0	0.0008787346221441124	0.0	0.0	0.0	3.0	8.0	0.0	0.0	3.0	0.0	0.192	0.0	0.75	0.0	0.0	0.00029291154071470416	0.0	0.0	0.0	3.0	0.0008787346221441124	0.00029291154071470416	1.0	8.0	2.220446049250313e-16	0.3333333333333333	0	0	0	0	0	0	1	Unlabeled
MYCBPAP_ENST00000323776	0.0	1	0	0	0.00033840947546531303	0.0	48.0	48.0	48.0	8.0	56.0	56.0	56.0	56.0	0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	56.0	0.00033840947546531303	0.0	56.0	8.0	0.0	1.0	0	0	0	0	0	0	0	Unlabeled
DAG1	0.0	2	0	0	0.000744047619047619	0.0	48.0	48.0	48.0	8.0	56.0	56.0	56.0	56.0	0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	56.0	0.000744047619047619	0.0	56.0	8.0	0.0	0.5	0	0	0	0	0	0	0	Unlabeled
CCDC34_ENST00000328697	0.0	1	0	0	0.00089126559714795	0.0	48.0	48.0	48.0	8.0	56.0	56.0	56.0	56.0	0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	56.0	0.00089126559714795	0.0	56.0	8.0	0.0	1.0	0	0	0	0	0	0	0	Unlabeled
DMKN_ENST00000419602	0.0	2	0	0	0.001430615164520744	0.0	48.0	48.0	48.0	8.0	56.0	56.0	56.0	56.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	56.0	0.001430615164520744	0.000715307582260372	56.0	8.0	0.0	0.5	0	0	0	0	0	0	0	Unlabeled
WNT9B	0.000931098696461825	0	0	0	0.0	0.0	0.0	0.0	0.0	8.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	156.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.0	0	0	0	0	0	0	0	0	0	Unlabeled
PKM	0.0	1	0	0	0.0006265664160401002	0.0	48.0	48.0	48.0	8.0	56.0	56.0	56.0	56.0	0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	56.0	0.0006265664160401002	0.0	56.0	8.0	0.0	1.0	0	0	0	0	0	0	0	Unlabeled
PIN1_ENST00000247970	0.0	1	0	0	0.0020325203252032522	0.0	48.0	48.0	48.0	8.0	56.0	56.0	56.0	56.0	0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	56.0	0.0020325203252032522	0.0	56.0	8.0	0.0	1.0	0	0	0	0	0	0	0	Unlabeled
KIF21A_ENST00000395670	0.0	5	0	0	0.000994431185361973	0.0	48.0	48.0	48.0	8.0	56.0	56.0	56.0	56.0	0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	56.0	0.000994431185361973	0.0	56.0	8.0	-2.220446049250313e-16	0.2	0	0	0	0	0	0	0	Unlabeled
KLHL7	0.0	1	0	0	0.0005899705014749262	0.0	48.0	48.0	48.0	8.0	56.0	56.0	56.0	56.0	0.917	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	56.0	0.0005899705014749262	0.0005899705014749262	56.0	8.0	0.0	1.0	0	0	0	0	0	0	0	Unlabeled
MYOF_ENST00000371502	0.0	2	0	1	0.0003248862897985705	0.00016244314489928524	48.0	48.0	48.0	8.0	56.0	56.0	56.0	56.0	0	0.3333333333333333	0.6666666666666666	0.0	0.5	0.0	0.0	0.0	0.0	56.0	0.0003248862897985705	0.0	56.0	8.0	0.0	0.5	0	0	0	0	0.0	1.0	0	Unlabeled
CUL7_ENST00000535468	0.0001869508319312021	2	0	1	0.0003739016638624042	0.0001869508319312021	1.0	0.0	2.0	8.0	1.0	0.0	2.0	0.0	0	0.25	0.5	0.0	0.5	0.0	0.0	0.0	0.0	2.0	0.0003739016638624042	0.0	0.0	8.0	0.0	0.5	0	0	0	0	0.0	1.0	0	Unlabeled
HAO1	0.0	1	0	1	0.0008984725965858042	0.0008984725965858042	48.0	48.0	48.0	8.0	56.0	56.0	56.0	56.0	0	0.5	0.5	0.0	1.0	0.0	0.0	0.0	0.0	56.0	0.0008984725965858042	0.0	56.0	8.0	0.0	1.0	0	0	0	0	0.0	1.0	0	Unlabeled
ASXL1_ENST00000306058	0.0	1	0	1	0.00021687269572760788	0.00021687269572760788	48.0	48.0	48.0	8.0	56.0	56.0	56.0	56.0	0	0.5	0.5	0.0	1.0	0.0	0.0	0.0	0.0	56.0	0.00021687269572760788	0.0	56.0	8.0	0.0	1.0	0	0	0	0	0.0	1.0	0	Unlabeled
ZNF740	0.0	1	0	0	0.001718213058419244	0.0	48.0	48.0	48.0	8.0	56.0	56.0	56.0	56.0	0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	56.0	0.001718213058419244	0.0	56.0	8.0	0.0	1.0	0	0	0	0	0	0	0	Unlabeled
RXRA	0.0	1	0	0	0.0007199424046076314	0.0	48.0	48.0	48.0	8.0	56.0	56.0	56.0	56.0	0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	56.0	0.0007199424046076314	0.0	56.0	8.0	0.0	1.0	0	0	0	0	0	0	0	Unlabeled
ANKRD28	0.0	1	0	0	0.0006397952655150352	0.0	48.0	48.0	48.0	8.0	56.0	56.0	56.0	56.0	0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	56.0	0.0006397952655150352	0.0	56.0	8.0	0.0	1.0	0	0	0	0	0	0	0	Unlabeled
TEX11_ENST00000395889	0.0	2	0	0	0.0007084661707403471	0.0	48.0	48.0	48.0	8.0	56.0	56.0	56.0	56.0	0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	56.0	0.0007084661707403471	0.0	56.0	8.0	0.0	0.5	0	0	0	0	0	0	0	Unlabeled
AP3S2	0.0	1	0	0	0.001718213058419244	0.0	48.0	48.0	48.0	8.0	56.0	56.0	56.0	56.0	0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	56.0	0.001718213058419244	0.0	56.0	8.0	0.0	1.0	0	0	0	0	0	0	0	Unlabeled
EFEMP2	0.0	1	0	0	0.0007507507507507507	0.0	48.0	48.0	48.0	8.0	56.0	56.0	56.0	56.0	0.83	0.0	1.0	0.0	0.0	0.0007507507507507507	0.0	0.0	0.0	56.0	0.0007507507507507507	0.0007507507507507507	56.0	8.0	0.0	1.0	0	0	0	0	0	0	1	Unlabeled
NEK6_ENST00000373600	0.0	1	0	0	0.0009578544061302681	0.0	48.0	48.0	48.0	8.0	56.0	56.0	56.0	56.0	0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	56.0	0.0009578544061302681	0.0	56.0	8.0	0.0	1.0	0	0	0	0	0	0	0	Unlabeled
NPAT	0.0	1	0	0	0.00023342670401493932	0.0	48.0	48.0	48.0	8.0	56.0	56.0	56.0	56.0	0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	56.0	0.00023342670401493932	0.0	56.0	8.0	0.0	1.0	0	0	0	0	0	0	0	Unlabeled
NT5C	0.0016501650165016502	1	1	0	0.0016501650165016502	0.0	0.0	1.0	1.0	8.0	0.0	1.0	1.0	0.0	0	0.0	0.5	0.5	0.0	0.0	0.0	0.0	0.0	1.0	0.0016501650165016502	0.0	0.0	8.0	0.0	1.0	0	0	0.0	1.0	0	0	0	Unlabeled
CAPRIN2	0.001182033096926714	1	0	0	0.0002955082742316785	0.0	0.0	0.0	0.25	8.0	0.0	0.0	0.25	0.0	0	0.0	0.2	0.0	0.0	0.0	0.0	0.0	0.0	0.25	0.0002955082742316785	0.0	0.0	8.0	0.0	1.0	0	0	0	0	0	0	0	Unlabeled
C19orf38_ENST00000397820	0.0	1	0	0	0.001443001443001443	0.0	48.0	48.0	48.0	8.0	56.0	56.0	56.0	56.0	0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	56.0	0.001443001443001443	0.0	56.0	8.0	0.0	1.0	0	0	0	0	0	0	0	Unlabeled
CLEC10A_ENST00000576617	0.0	1	0	0	0.0012970168612191958	0.0	48.0	48.0	48.0	8.0	56.0	56.0	56.0	56.0	0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	56.0	0.0012970168612191958	0.0	56.0	8.0	0.0	1.0	0	0	0	0	0	0	0	Unlabeled
MRPS18B	0.001287001287001287	1	0	0	0.001287001287001287	0.0	0.0	0.0	1.0	8.0	0.0	0.0	1.0	0.0	0	0.0	0.5	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.001287001287001287	0.0	0.0	8.0	0.0	1.0	0	0	0	0	0	0	0	Unlabeled
ZCCHC6	0.0	1	0	0	0.0002228163992869875	0.0	48.0	48.0	48.0	8.0	56.0	56.0	56.0	56.0	0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	56.0	0.0002228163992869875	0.0	56.0	8.0	0.0	1.0	0	0	0	0	0	0	0	Unlabeled
KIF2C	0.0009182736455463728	3	0	0	0.0013774104683195593	0.0	0.0	0.0	1.5	8.0	0.0	0.0	1.5	0.0	0	0.0	0.6	0.0	0.0	0.0	0.0	0.0	0.0	1.5	0.0013774104683195593	0.0	0.0	8.0	2.220446049250313e-16	0.3333333333333333	0	0	0	0	0	0	0	Unlabeled
DNM2_ENST00000314646	0.0007654037504783774	1	0	0	0.0003827018752391887	0.0	0.0	0.0	0.5	8.0	0.0	0.0	0.5	0.0	0	0.0	0.3333333333333333	0.0	0.0	0.0	0.0	0.0	0.0	0.5	0.0003827018752391887	0.0	0.0	8.0	0.0	1.0	0	0	0	0	0	0	0	Unlabeled
WDR93	0.00048520135856380397	1	0	0	0.00048520135856380397	0.0	0.0	0.0	1.0	8.0	0.0	0.0	1.0	0.0	0	0.0	0.5	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.00048520135856380397	0.0	0.0	8.0	0.0	1.0	0	0	0	0	0	0	0	Unlabeled
TMEM194B	0.0	1	0	0	0.0007974481658692185	0.0	48.0	48.0	48.0	8.0	56.0	56.0	56.0	56.0	0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	56.0	0.0007974481658692185	0.0	56.0	8.0	0.0	1.0	0	0	0	0	0	0	0	Unlabeled
CDH9	0.0004219409282700422	2	0	0	0.0008438818565400844	0.0	0.0	0.0	2.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.6666666666666666	0.0	0.0	0.0	0.0	0.0	0.0	0.5	0.0004219409282700422	0.0	0.0	0.0	0.0	0.5	0	0	0	0	0	0	0	Unlabeled
MLLT3	0.0005858230814294083	1	0	0	0.0005858230814294083	0.0	0.0	0.0	1.0	8.0	0.0	0.0	1.0	0.0	0	0.0	0.5	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0005858230814294083	0.0	0.0	8.0	0.0	1.0	0	0	0	0	0	0	0	Unlabeled
REEP5	0.0	1	0	0	0.0017543859649122807	0.0	48.0	48.0	48.0	8.0	56.0	56.0	56.0	56.0	0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	56.0	0.0017543859649122807	0.0	56.0	8.0	0.0	1.0	0	0	0	0	0	0	0	Unlabeled
SEZ6L	0.000975609756097561	2	0	0	0.0006504065040650406	0.0	0.0	0.0	0.6666666666666666	8.0	0.0	0.0	0.6666666666666666	0.0	0	0.0	0.4	0.0	0.0	0.0	0.0	0.0	0.0	0.6666666666666666	0.0006504065040650406	0.0	0.0	8.0	0.0	0.5	0	0	0	0	0	0	0	Unlabeled
AVEN	0.0	1	0	0	0.0009182736455463728	0.0	48.0	48.0	48.0	0.0	0.0	0.0	1.0	0.0	0.084	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0	0	0	0	0	0	0	Unlabeled
SMTNL1	0.000649772579597141	1	0	0	0.000649772579597141	0.0	0.0	0.0	1.0	8.0	0.0	0.0	1.0	0.0	0	0.0	0.5	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.000649772579597141	0.0	0.0	8.0	0.0	1.0	0	0	0	0	0	0	0	Unlabeled
IKZF1_ENST00000331340	0.0	1	0	0	0.000641025641025641	0.0	48.0	48.0	48.0	8.0	56.0	56.0	56.0	56.0	0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	56.0	0.000641025641025641	0.0	56.0	8.0	0.0	1.0	0	0	0	0	0	0	0	Unlabeled
CYP4V2	0.0006337135614702154	0	0	0	0.0	0.0	0.0	0.0	0.0	8.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	156.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.0	0	0	0	0	0	0	0	0	0	Unlabeled
PDE1B_ENST00000550620	0.0006447453255963894	1	0	0	0.0006447453255963894	0.0	0.0	0.0	1.0	8.0	0.0	0.0	1.0	0.0	0	0.0	0.5	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0006447453255963894	0.0	0.0	8.0	0.0	1.0	0	0	0	0	0	0	0	Unlabeled
KANK1_ENST00000354485	0.0	1	0	0	0.00034048348655090226	0.0	48.0	48.0	48.0	8.0	56.0	56.0	56.0	56.0	0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	56.0	0.00034048348655090226	0.0	56.0	8.0	0.0	1.0	0	0	0	0	0	0	0	Unlabeled
XRN1	0.0	1	0	0	0.00019527436047646945	0.0	48.0	48.0	48.0	8.0	56.0	56.0	56.0	56.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	56.0	0.00019527436047646945	0.00019527436047646945	56.0	8.0	0.0	1.0	0	0	0	0	0	0	0	Unlabeled
