Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
GOTERM_BP_DIRECT	GO:0001947~heart looping	5	2.34741784	0.007232026	"SMO, HIF1A, TGFBR2, SMAD3, SUFU"	212	61	16792	6.492421899	0.999999919	0.099959612	11.88285182
GOTERM_BP_DIRECT	GO:0042177~negative regulation of protein catabolic process	4	1.877934272	0.007418292	"EGFR, GRIN2A, SMAD3, MDM4"	212	32	16792	9.900943396	0.999999947	0.101784895	12.17055486
GOTERM_BP_DIRECT	GO:0003007~heart morphogenesis	4	1.877934272	0.007418292	"FAT4, ASXL1, PTCH1, MTOR"	212	32	16792	9.900943396	0.999999947	0.101784895	12.17055486
GOTERM_BP_DIRECT	GO:0042220~response to cocaine	4	1.877934272	0.007418292	"DNMT3A, MDM2, MTOR, DNM2"	212	32	16792	9.900943396	0.999999947	0.101784895	12.17055486
GOTERM_BP_DIRECT	GO:0007093~mitotic cell cycle checkpoint	4	1.877934272	0.007418292	"NBN, HRAS, BUB1B, RB1"	212	32	16792	9.900943396	0.999999947	0.101784895	12.17055486
GOTERM_BP_DIRECT	GO:0032212~positive regulation of telomere maintenance via telomerase	4	1.877934272	0.007418292	"MAPK1, ATR, POT1, ATM"	212	32	16792	9.900943396	0.999999947	0.101784895	12.17055486
UP_SEQ_FEATURE	domain:Helix-loop-helix motif	6	2.816901408	0.007546497	"MYOD1, MAX, HIF1A, MITF, MYCL, MYCN"	213	115	20063	4.914390692	0.9994252	0.220198822	11.25952353
GOTERM_BP_DIRECT	GO:0060395~SMAD protein signal transduction	5	2.34741784	0.00765624	"HNF1A, JUN, SMAD4, SMAD3, SMAD2"	212	62	16792	6.387705417	0.999999969	0.10425224	12.53679557
INTERPRO	"IPR003619:MAD homology 1, Dwarfin-type"	3	1.408450704	0.007733613	"SMAD4, SMAD3, SMAD2"	210	12	18559	22.09404762	0.990734845	0.177216587	10.84037133
INTERPRO	IPR000333:Activin type II/Transforming growth factor-beta II receptor	3	1.408450704	0.007733613	"ACVR2A, TGFBR2, ACVR1"	210	12	18559	22.09404762	0.990734845	0.177216587	10.84037133
GOTERM_MF_DIRECT	GO:0004861~cyclin-dependent protein serine/threonine kinase inhibitor activity	3	1.408450704	0.00794008	"CDKN2A, CDKN1B, CDKN2C"	212	11	16881	21.71655232	0.982710071	0.065391155	10.87093781
GOTERM_MF_DIRECT	GO:0043560~insulin receptor substrate binding	3	1.408450704	0.00794008	"PIK3CA, PIK3R1, PTPN11"	212	11	16881	21.71655232	0.982710071	0.065391155	10.87093781
GOTERM_BP_DIRECT	GO:0007166~cell surface receptor signaling pathway	10	4.694835681	0.007943518	"EGFR, PTPRC, HRAS, CBLB, MYD88, CASP8, MET, TNFRSF14, MPL, IL7R"	212	274	16792	2.890786393	0.999999984	0.107314483	12.97704536
GOTERM_BP_DIRECT	GO:0003181~atrioventricular valve morphogenesis	3	1.408450704	0.008021313	"TGFBR2, MDM2, ACVR1"	212	11	16792	21.60205832	0.999999986	0.107667257	13.09590431
GOTERM_BP_DIRECT	GO:0072520~seminiferous tubule development	3	1.408450704	0.008021313	"ATRX, AR, SMAD4"	212	11	16792	21.60205832	0.999999986	0.107667257	13.09590431
GOTERM_BP_DIRECT	GO:0045945~positive regulation of transcription from RNA polymerase III promoter	3	1.408450704	0.008021313	"CEBPA, AR, MTOR"	212	11	16792	21.60205832	0.999999986	0.107667257	13.09590431
GOTERM_BP_DIRECT	GO:1902042~negative regulation of extrinsic apoptotic signaling pathway via death domain receptors	4	1.877934272	0.008085614	"CASP8, FAS, TNFAIP3, BRCA1"	212	33	16792	9.600914808	0.999999988	0.107844991	13.19403242
GOTERM_BP_DIRECT	GO:0010634~positive regulation of epithelial cell migration	4	1.877934272	0.008085614	"HIF1A, JUN, TGFBR2, SRC"	212	33	16792	9.600914808	0.999999988	0.107844991	13.19403242
GOTERM_BP_DIRECT	GO:0051402~neuron apoptotic process	4	1.877934272	0.008085614	"MAX, ERBB3, RB1, ATM"	212	33	16792	9.600914808	0.999999988	0.107844991	13.19403242
GOTERM_BP_DIRECT	GO:0043491~protein kinase B signaling	4	1.877934272	0.008085614	"AKT1, TSC2, PIK3CA, PTEN"	212	33	16792	9.600914808	0.999999988	0.107844991	13.19403242
GOTERM_BP_DIRECT	GO:0050727~regulation of inflammatory response	5	2.34741784	0.008096509	"DROSHA, MYD88, FANCD2, TNFAIP3, FANCA"	212	63	16792	6.286313267	0.999999989	0.10734939	13.21064876
UP_SEQ_FEATURE	compositionally biased region:Poly-Ser	13	6.103286385	0.008122682	"BLM, ASXL1, SOCS1, PTPN13, ARID1B, ATRX, XPC, TSC1, UBR5, MDM2, ZFHX3, NCOR1, STAG2"	213	509	20063	2.405702058	0.999675594	0.22828934	12.06847945
GOTERM_CC_DIRECT	GO:0071564~npBAF complex	3	1.408450704	0.008158043	"SMARCB1, SMARCD1, SMARCA4"	212	12	18224	21.49056604	0.939280693	0.072920579	10.56412245
GOTERM_BP_DIRECT	GO:0035335~peptidyl-tyrosine dephosphorylation	6	2.816901408	0.008231416	"PTPRB, PTPRC, PTPN13, PTPRT, PTEN, PTPN11"	212	99	16792	4.800457404	0.999999992	0.108408607	13.41614867
BIOCARTA	h_atmPathway:ATM Signaling Pathway	6	2.816901408	0.008354522	"NBN, JUN, MDM2, CHEK2, BRCA1, ATM"	104	21	1625	4.464285714	0.810078439	0.079701501	9.965935163
BIOCARTA	h_insulinPathway:Insulin Signaling Pathway	6	2.816901408	0.008354522	"HRAS, MAP2K1, JUN, PIK3CA, PIK3R1, PTPN11"	104	21	1625	4.464285714	0.810078439	0.079701501	9.965935163
BIOCARTA	h_igf1Pathway:IGF-1 Signaling Pathway	6	2.816901408	0.008354522	"HRAS, MAP2K1, JUN, PIK3CA, PIK3R1, PTPN11"	104	21	1625	4.464285714	0.810078439	0.079701501	9.965935163
GOTERM_MF_DIRECT	GO:0004725~protein tyrosine phosphatase activity	6	2.816901408	0.008396781	"PTPRB, PTPRC, PTPN13, PTPRT, PTEN, PTPN11"	212	100	16881	4.777641509	0.986322544	0.067942489	11.46145625
GOTERM_MF_DIRECT	GO:0004842~ubiquitin-protein transferase activity	11	5.164319249	0.008579945	"RNF43, CBLB, FBXW7, VHL, UBR5, MDM2, KEAP1, TRAF7, TNFAIP3, BRCA1, FBXO11"	212	329	16881	2.662312898	0.987550007	0.068298228	11.6972649
GOTERM_MF_DIRECT	GO:0051219~phosphoprotein binding	4	1.877934272	0.008661942	"RB1, MTOR, SRC, PHF6"	212	34	16881	9.367924528	0.988063264	0.067874532	11.80263958
GOTERM_BP_DIRECT	GO:0045859~regulation of protein kinase activity	4	1.877934272	0.008787173	"CCNE1, TSC1, MTOR, CDK4"	212	34	16792	9.318534961	0.999999998	0.114654437	14.25789041
GOTERM_CC_DIRECT	GO:0016607~nuclear speck	8	3.755868545	0.009027549	"SRSF2, SF3B1, HIF1A, DDX3X, U2AF1, CDK12, PRKACA, SPOP"	212	201	18224	3.421383648	0.955015711	0.078375029	11.62686381
GOTERM_MF_DIRECT	GO:0042826~histone deacetylase binding	6	2.816901408	0.009106397	"HIF1A, RAC1, PRDM1, NCOR1, NCOR2, PHF6"	212	102	16881	4.683962264	0.990499301	0.070172405	12.37177613
GOTERM_MF_DIRECT	"GO:0003705~transcription factor activity, RNA polymerase II distal enhancer sequence-specific binding"	5	2.34741784	0.009346541	"CEBPA, MYOD1, HIF1A, JUN, ZFHX3"	212	66	16881	6.032375643	0.991601998	0.07089618	12.67786312
KEGG_PATHWAY	hsa05217:Basal cell carcinoma	6	2.816901408	0.009390058	"SMO, PTCH1, AXIN2, SUFU, AXIN1, APC"	167	54	6879	4.576846307	0.847020302	0.02291184	11.14404897
GOTERM_MF_DIRECT	GO:0045295~gamma-catenin binding	3	1.408450704	0.009450154	"CDH1, PTPRT, APC"	212	12	16881	19.90683962	0.992037408	0.070610429	12.80962006
GOTERM_BP_DIRECT	GO:0071902~positive regulation of protein serine/threonine kinase activity	4	1.877934272	0.009523326	"MAP2K1, STK11, MAP2K2, SRC"	212	35	16792	9.052291105	1	0.122977963	15.36098858
GOTERM_BP_DIRECT	GO:0031648~protein destabilization	4	1.877934272	0.009523326	"CDKN2A, MDM2, CDC73, SRC"	212	35	16792	9.052291105	1	0.122977963	15.36098858
KEGG_PATHWAY	hsa04152:AMPK signaling pathway	9	4.225352113	0.009543351	"AKT1, PPP2R1A, TSC1, STK11, TSC2, PIK3CA, MTOR, PIK3R1, AKT2"	167	123	6879	3.014020739	0.851659778	0.023002614	11.31609705
UP_KEYWORDS	Zinc	37	17.37089202	0.009544564	"KMT2C, CTCF, CALR, ARID2, GATA2, CYLD, U2AF1, ZRSR2, TRAF7, RBM10, KDM5C, CHD4, KLF6, DNMT3A, AR, POLE, ASXL1, GRIN2A, SMAD4, SMAD3, SMAD2, WRN, TET2, BRCA1, ATRX, XPA, RNF43, CBLB, SALL4, UBR5, MDM2, MDM4, PRDM1, TNFAIP3, ZFHX3, FBXO11, PHF6"	213	2348	20581	1.522616391	0.91496855	0.043058587	11.76175482
GOTERM_BP_DIRECT	GO:0035413~positive regulation of catenin import into nucleus	3	1.408450704	0.009546422	"EGFR, UBR5, SMAD3"	212	12	16792	19.80188679	1	0.122559122	15.39537937
GOTERM_BP_DIRECT	"GO:0043517~positive regulation of DNA damage response, signal transduction by p53 class mediator"	3	1.408450704	0.009546422	"CDKN2A, ATR, ATM"	212	12	16792	19.80188679	1	0.122559122	15.39537937
BIOCARTA	h_il2rbPathway:IL-2 Receptor Beta Chain in T cell Activation	8	3.755868545	0.009555433	"AKT1, MAPK1, HRAS, SOCS1, PIK3CA, FAS, JAK3, PIK3R1"	104	39	1625	3.205128205	0.850591776	0.086550589	11.32083975
OMIM_DISEASE	171300~Pheochromocytoma	3	1.408450704	0.009585924	"SDHB, VHL, SDHD"	153	5	4740	18.58823529	0.969986498	0.44253264	12.41014622
OMIM_DISEASE	"114550~Hepatocellular carcinoma, somatic"	3	1.408450704	0.009585924	"CASP8, PIK3CA, AXIN1"	153	5	4740	18.58823529	0.969986498	0.44253264	12.41014622
GOTERM_BP_DIRECT	GO:0007283~spermatogenesis	12	5.633802817	0.009625815	"ATRX, DNMT3A, ACVR2A, AR, STK11, SMAD4, BRCA2, MLH1, FANCF, KIT, CALR, DNM2"	212	385	16792	2.468806665	1	0.12282092	15.51349823
GOTERM_BP_DIRECT	GO:0006357~regulation of transcription from RNA polymerase II promoter	13	6.103286385	0.010064618	"MYOD1, HNF1A, MITF, BRIP1, SMAD3, RB1, STAT3, BRCA1, MYCN, SMARCB1, SMARCD1, CHD4, SMARCA4"	212	441	16792	2.334916356	1	0.127355979	16.16354425
INTERPRO	"IPR011598:Myc-type, basic helix-loop-helix (bHLH) domain"	6	2.816901408	0.010105753	"MYOD1, MAX, HIF1A, MITF, MYCL, MYCN"	210	116	18559	4.571182266	0.997812004	0.217288232	13.93918645
UP_KEYWORDS	Epilepsy	6	2.816901408	0.010210049	"TSC1, GRIN2A, MTOR, CACNA1D, EXT2, PHF6"	213	127	20581	4.564932905	0.928457954	0.045217203	12.53217351
UP_SEQ_FEATURE	repeat:HEAT 4	4	1.877934272	0.010522455	"PPP2R1A, XPO1, SF3B1, MTOR"	213	43	20063	8.762091931	0.999970156	0.277913575	15.36401442
GOTERM_BP_DIRECT	GO:0009749~response to glucose	5	2.34741784	0.010546828	"CDKN1B, HNF1A, TGFBR2, SMAD2, PTEN"	212	68	16792	5.824084351	1	0.132325994	16.87245363
GOTERM_BP_DIRECT	GO:0007059~chromosome segregation	5	2.34741784	0.010546828	"PPP2R1A, DDX3X, CTCF, BRCA1, ERCC2"	212	68	16792	5.824084351	1	0.132325994	16.87245363
UP_SEQ_FEATURE	domain:ARID	3	1.408450704	0.010658601	"ARID1B, ARID2, KDM5C"	213	15	20063	18.83849765	0.999973939	0.27374256	15.54746797
UP_SEQ_FEATURE	repeat:HEAT 9	3	1.408450704	0.010658601	"PPP2R1A, XPO1, SF3B1"	213	15	20063	18.83849765	0.999973939	0.27374256	15.54746797
UP_SEQ_FEATURE	repeat:HEAT 10	3	1.408450704	0.010658601	"PPP2R1A, XPO1, SF3B1"	213	15	20063	18.83849765	0.999973939	0.27374256	15.54746797
INTERPRO	"IPR016130:Protein-tyrosine phosphatase, active site"	5	2.34741784	0.010666061	"PTPRB, PTPRC, PTPRT, PTEN, PTPN11"	210	76	18559	5.814223058	0.998444846	0.220185543	14.65632889
UP_KEYWORDS	Coiled coil	45	21.12676056	0.010939886	"USP8, KMT2C, MITF, CNOT3, BAP1, TRRAP, FLCN, CALR, SF3B1, MAX, ATP2B3, FBXW7, SMARCD1, ZRSR2, AXIN2, PALB2, PIK3R1, CHD4, STAG2, AXIN1, ERCC2, APC, AR, NF2, MAP2K1, MSH2, SMAD4, PTPN13, SPEN, STAT3, BRCA1, ATRX, XPA, CARD11, XPC, TSC1, GNAQ, JUN, GNAS, SETD2, CACNA1D, ZFHX3, NCOR1, NCOR2, SMARCA4"	213	3036	20581	1.432180037	0.940812375	0.047573287	13.36994698
BIOCARTA	h_stat3Pathway:Stat3 Signaling Pathway	4	1.877934272	0.010964103	"MAPK1, JAK3, MTOR, STAT3"	104	8	1625	7.8125	0.887283682	0.094458224	12.88622533
GOTERM_CC_DIRECT	GO:0030877~beta-catenin destruction complex	3	1.408450704	0.011078518	"AXIN2, AXIN1, APC"	212	14	18224	18.42048518	0.977851749	0.093072009	14.08745044
GOTERM_CC_DIRECT	GO:0005942~phosphatidylinositol 3-kinase complex	3	1.408450704	0.011078518	"PIK3CA, MTOR, PIK3R1"	212	14	18224	18.42048518	0.977851749	0.093072009	14.08745044
GOTERM_CC_DIRECT	GO:0000800~lateral element	3	1.408450704	0.011078518	"BLM, BRCA2, BRCA1"	212	14	18224	18.42048518	0.977851749	0.093072009	14.08745044
UP_KEYWORDS	Endonuclease	5	2.34741784	0.011120678	"DROSHA, ERCC5, DICER1, PMS2, ERCC4"	213	84	20581	5.751453163	0.943528809	0.047544872	13.57632877
GOTERM_BP_DIRECT	GO:0097296~activation of cysteine-type endopeptidase activity involved in apoptotic signaling pathway	3	1.408450704	0.011189455	"CASP8, SMAD3, FAS"	212	13	16792	18.27866473	1	0.139072672	17.8084183
GOTERM_BP_DIRECT	GO:0097284~hepatocyte apoptotic process	3	1.408450704	0.011189455	"DNMT3A, RB1, FAS"	212	13	16792	18.27866473	1	0.139072672	17.8084183
GOTERM_BP_DIRECT	GO:0008340~determination of adult lifespan	3	1.408450704	0.011189455	"MSH6, MSH2, ATM"	212	13	16792	18.27866473	1	0.139072672	17.8084183
GOTERM_BP_DIRECT	GO:2001275~positive regulation of glucose import in response to insulin stimulus	3	1.408450704	0.011189455	"PIK3R1, AKT2, PTPN11"	212	13	16792	18.27866473	1	0.139072672	17.8084183
GOTERM_BP_DIRECT	GO:0042994~cytoplasmic sequestering of transcription factor	3	1.408450704	0.011189455	"NFKBIE, KEAP1, SUFU"	212	13	16792	18.27866473	1	0.139072672	17.8084183
BIOCARTA	"h_vegfPathway:VEGF, Hypoxia, and Angiogenesis"	7	3.286384977	0.011249565	"HRAS, HIF1A, VHL, FLT4, PIK3CA, PIK3R1, KDR"	104	31	1625	3.528225806	0.89354548	0.092800531	13.2003305
GOTERM_BP_DIRECT	GO:0000187~activation of MAPK activity	6	2.816901408	0.011294349	"MAPK1, MAP2K1, CXCR4, MAP2K2, KIT, PTPN11"	212	107	16792	4.441544701	1	0.139522475	17.96024543
GOTERM_MF_DIRECT	GO:0046983~protein dimerization activity	7	3.286384977	0.011487262	"AR, HNF1A, MITF, MYCL, ATM, STAT3, MYCN"	212	150	16881	3.715943396	0.997207614	0.084032149	15.36278317
GOTERM_BP_DIRECT	GO:0031647~regulation of protein stability	5	2.34741784	0.011647245	"MAPK1, CDKN2A, KRAS, NF2, PTEN"	212	70	16792	5.657681941	1	0.142800156	18.46910515
GOTERM_MF_DIRECT	GO:0001102~RNA polymerase II activating transcription factor binding	4	1.877934272	0.011774535	"JUN, SMAD3, RB1, NCOR1"	212	38	16881	8.38182721	0.997591622	0.084842272	15.7171798
KEGG_PATHWAY	hsa04728:Dopaminergic synapse	9	4.225352113	0.011977828	"KCNJ5, AKT1, PPP2R1A, GNAQ, GRIN2A, PRKACA, GNAS, CACNA1D, AKT2"	167	128	6879	2.896285554	0.909098428	0.028477938	14.00766867
INTERPRO	IPR001606:ARID/BRIGHT DNA-binding domain	3	1.408450704	0.012033715	"ARID1B, ARID2, KDM5C"	210	15	18559	17.6752381	0.999324694	0.236912914	16.38346935
BIOCARTA	h_gleevecPathway:Inhibition of Cellular Proliferation by Gleevec	6	2.816901408	0.012482425	"AKT1, HRAS, MAP2K1, JUN, PIK3CA, PIK3R1"	104	23	1625	4.076086957	0.916847165	0.098439496	14.54496159
BIOCARTA	h_rasPathway:Ras Signaling Pathway	6	2.816901408	0.012482425	"AKT1, HRAS, MAP2K1, RAC1, PIK3CA, PIK3R1"	104	23	1625	4.076086957	0.916847165	0.098439496	14.54496159
BIOCARTA	h_igf1rPathway:Multiple antiapoptotic pathways from IGF-1R signaling lead to BAD phosphorylation	6	2.816901408	0.012482425	"AKT1, MAPK1, HRAS, MAP2K1, PIK3CA, PIK3R1"	104	23	1625	4.076086957	0.916847165	0.098439496	14.54496159
UP_KEYWORDS	Nuclease	6	2.816901408	0.012662144	"DROSHA, ERCC5, DICER1, PMS2, WRN, ERCC4"	213	134	20581	4.32646626	0.962181198	0.053119595	15.31762635
UP_SEQ_FEATURE	compositionally biased region:Poly-Gly	9	4.225352113	0.012744045	"CEBPA, PHOX2B, AR, TSC1, SOX2, U2AF1, CDK4, ZFHX3, NCOR2"	213	292	20063	2.903193131	0.999996739	0.310352872	18.31141125
GOTERM_MF_DIRECT	GO:0000400~four-way junction DNA binding	3	1.408450704	0.012817781	"MEN1, MSH6, MSH2"	212	14	16881	17.06300539	0.998593181	0.090777618	16.99260452
GOTERM_MF_DIRECT	GO:0032794~GTPase activating protein binding	3	1.408450704	0.012817781	"AKT1, TSC1, CDH1"	212	14	16881	17.06300539	0.998593181	0.090777618	16.99260452
GOTERM_BP_DIRECT	GO:0000079~regulation of cyclin-dependent protein serine/threonine kinase activity	4	1.877934272	0.012820026	"CDKN1B, BLM, CDKN2C, PTEN"	212	39	16792	8.123850992	1	0.155248744	20.13890617
GOTERM_BP_DIRECT	GO:0048009~insulin-like growth factor receptor signaling pathway	3	1.408450704	0.012947237	"AKT1, TSC2, PIK3R1"	212	14	16792	16.97304582	1	0.155839954	20.31807808
GOTERM_BP_DIRECT	GO:0042176~regulation of protein catabolic process	3	1.408450704	0.012947237	"XPO1, MDM2, CHEK2"	212	14	16792	16.97304582	1	0.155839954	20.31807808
GOTERM_BP_DIRECT	GO:0043923~positive regulation by host of viral transcription	3	1.408450704	0.012947237	"SMARCB1, JUN, SMARCA4"	212	14	16792	16.97304582	1	0.155839954	20.31807808
GOTERM_BP_DIRECT	GO:0030889~negative regulation of B cell proliferation	3	1.408450704	0.012947237	"CDKN2A, PRDM1, ATM"	212	14	16792	16.97304582	1	0.155839954	20.31807808
KEGG_PATHWAY	hsa04611:Platelet activation	9	4.225352113	0.013069837	"AKT1, MAPK1, GNAQ, PIK3CA, PRKACA, GNAS, PIK3R1, SRC, AKT2"	167	130	6879	2.851727315	0.927054575	0.030686497	15.19040255
GOTERM_BP_DIRECT	GO:0031047~gene silencing by RNA	6	2.816901408	0.013083628	"DROSHA, DICER1, HIST1H3B, CNOT3, H3F3A, H3F3B"	212	111	16792	4.281489036	1	0.156525558	20.50975872
KEGG_PATHWAY	hsa04144:Endocytosis	13	6.103286385	0.0134176	"EGFR, HRAS, FGFR4, CBLB, USP8, CXCR4, TGFBR2, SMAD3, MDM2, SMAD2, WAS, SRC, DNM2"	167	241	6879	2.221954431	0.931995231	0.031130758	15.56390419
UP_SEQ_FEATURE	domain:Fibronectin type-III 2	6	2.816901408	0.013587014	"PTPRB, PTPRC, IL6ST, CSF3R, PTPRT, MPL"	213	133	20063	4.249285185	0.999998594	0.319548572	19.40440708
INTERPRO	IPR017855:SMAD domain-like	3	1.408450704	0.013651748	"SMAD4, SMAD3, SMAD2"	210	16	18559	16.57053571	0.999748662	0.256231471	18.38470451
INTERPRO	"IPR011025:G protein alpha subunit, helical insertion"	3	1.408450704	0.013651748	"GNAQ, GNA11, GNAS"	210	16	18559	16.57053571	0.999748662	0.256231471	18.38470451
INTERPRO	"IPR001019:Guanine nucleotide binding protein (G-protein), alpha subunit"	3	1.408450704	0.013651748	"GNAQ, GNA11, GNAS"	210	16	18559	16.57053571	0.999748662	0.256231471	18.38470451
INTERPRO	IPR000387:Protein-tyrosine/Dual specificity phosphatase	5	2.34741784	0.013806206	"PTPRB, PTPRC, PTPN13, PTPRT, PTPN11"	210	82	18559	5.388792102	0.999771311	0.251043219	18.57338939
UP_SEQ_FEATURE	domain:Fibronectin type-III 1	6	2.816901408	0.013995959	"PTPRB, PTPRC, IL6ST, CSF3R, PTPRT, MPL"	213	134	20063	4.217574101	0.999999066	0.319991585	19.92969898
GOTERM_BP_DIRECT	GO:0006283~transcription-coupled nucleotide-excision repair	5	2.34741784	0.014063175	"XPA, ERCC5, ERCC3, ERCC4, ERCC2"	212	74	16792	5.351861295	1	0.166410961	21.87367371
OMIM_DISEASE	"114480~Breast cancer, somatic"	3	1.408450704	0.014077729	"AKT1, KRAS, PIK3CA"	153	6	4740	15.49019608	0.994262345	0.521569123	17.71954355
UP_SEQ_FEATURE	compositionally biased region:Poly-Pro	11	5.164319249	0.014385007	"CEBPA, AR, ATP2B3, CDK12, RB1, ARID1B, NCOR1, WAS, ZFHX3, NCOR2, CHD4"	213	421	20063	2.461086392	0.999999367	0.320048163	20.42645472
GOTERM_MF_DIRECT	GO:0019900~kinase binding	5	2.34741784	0.014457484	"CEBPA, RB1, FAS, TNFAIP3, SRC"	212	75	16881	5.308490566	0.999396385	0.100479921	18.96097954
GOTERM_MF_DIRECT	GO:0005159~insulin-like growth factor receptor binding	3	1.408450704	0.014669135	"SOCS1, GNAS, PIK3R1"	212	15	16881	15.9254717	0.999458894	0.100523353	19.21186436
GOTERM_BP_DIRECT	GO:0007623~circadian rhythm	5	2.34741784	0.014713039	"EGFR, JUN, FAS, CDK4, NCOR1"	212	75	16792	5.280503145	1	0.172549541	22.76633568
GOTERM_MF_DIRECT	GO:0005088~Ras guanyl-nucleotide exchange factor activity	6	2.816901408	0.014747973	"EGFR, FGFR4, ERBB3, GRIN2A, KIT, JAK3"	212	115	16881	4.154470878	0.999480489	0.099708277	19.30513227
GOTERM_BP_DIRECT	GO:0008585~female gonad development	3	1.408450704	0.014816651	"BRCA2, IDH1, FANCA"	212	15	16792	15.84150943	1	0.172769747	22.90776726
GOTERM_BP_DIRECT	GO:2000060~positive regulation of protein ubiquitination involved in ubiquitin-dependent protein catabolic process	3	1.408450704	0.014816651	"FBXW7, PTEN, AXIN1"	212	15	16792	15.84150943	1	0.172769747	22.90776726
GOTERM_BP_DIRECT	GO:0042993~positive regulation of transcription factor import into nucleus	3	1.408450704	0.014816651	"SMAD3, CDH1, PIK3R1"	212	15	16792	15.84150943	1	0.172769747	22.90776726
GOTERM_BP_DIRECT	GO:0001953~negative regulation of cell-matrix adhesion	3	1.408450704	0.014816651	"CDKN2A, NF2, PIK3R1"	212	15	16792	15.84150943	1	0.172769747	22.90776726
GOTERM_BP_DIRECT	GO:0060397~JAK-STAT cascade involved in growth hormone signaling pathway	3	1.408450704	0.014816651	"MAPK1, JAK3, STAT3"	212	15	16792	15.84150943	1	0.172769747	22.90776726
GOTERM_BP_DIRECT	"GO:0030330~DNA damage response, signal transduction by p53 class mediator"	3	1.408450704	0.014816651	"ATRX, NBN, MDM4"	212	15	16792	15.84150943	1	0.172769747	22.90776726
GOTERM_BP_DIRECT	GO:0051974~negative regulation of telomerase activity	3	1.408450704	0.014816651	"MEN1, SRC, POT1"	212	15	16792	15.84150943	1	0.172769747	22.90776726
BIOCARTA	h_ecmPathway:Erk and PI-3 Kinase Are Necessary for Collagen Binding in Corneal Epithelia	6	2.816901408	0.014989162	"MAPK1, HRAS, MAP2K1, PIK3CA, PIK3R1, SRC"	104	24	1625	3.90625	0.949728735	0.112736139	17.22005225
BIOCARTA	h_eif4Pathway:Regulation of eIF4e and p70 S6 Kinase	6	2.816901408	0.014989162	"AKT1, MAPK1, PIK3CA, MTOR, PTEN, PIK3R1"	104	24	1625	3.90625	0.949728735	0.112736139	17.22005225
GOTERM_CC_DIRECT	GO:0005911~cell-cell junction	7	3.286384977	0.015041621	"AKT1, FGFR4, MAP2K2, FAT1, KIT, WAS, PIK3R1"	212	172	18224	3.498464239	0.994390623	0.121538232	18.66317508
GOTERM_BP_DIRECT	GO:0007219~Notch signaling pathway	6	2.816901408	0.015055342	"CEBPA, CDKN1B, FAT4, FOXA1, TGFBR2, SPEN"	212	115	16792	4.132567678	1	0.174419222	23.23265245
SMART	SM00523:DWA	3	1.408450704	0.015129803	"SMAD4, SMAD3, SMAD2"	162	12	10057	15.52006173	0.9326896	0.236501449	17.07703324
UP_SEQ_FEATURE	zinc finger region:RanBP2-type	3	1.408450704	0.015212024	"MDM2, MDM4, RBM10"	213	18	20063	15.69874804	0.999999723	0.327895588	21.47285591
UP_SEQ_FEATURE	metal ion-binding site:Magnesium or manganese	3	1.408450704	0.015212024	"DROSHA, IDH2, IDH1"	213	18	20063	15.69874804	0.999999723	0.327895588	21.47285591
GOTERM_BP_DIRECT	GO:0045599~negative regulation of fat cell differentiation	4	1.877934272	0.015669039	"GATA2, ASXL1, SMAD3, AXIN1"	212	42	16792	7.543575921	1	0.179981468	24.06205112
GOTERM_BP_DIRECT	GO:0001541~ovarian follicle development	4	1.877934272	0.015669039	"SMAD4, FANCF, FANCG, KIT"	212	42	16792	7.543575921	1	0.179981468	24.06205112
GOTERM_BP_DIRECT	GO:0051496~positive regulation of stress fiber assembly	4	1.877934272	0.015669039	"NF2, RAC1, SMAD3, MTOR"	212	42	16792	7.543575921	1	0.179981468	24.06205112
UP_SEQ_FEATURE	repeat:HEAT 3	4	1.877934272	0.01583784	"PPP2R1A, XPO1, SF3B1, MTOR"	213	50	20063	7.535399061	0.999999852	0.331827196	22.2561025
GOTERM_BP_DIRECT	GO:0007286~spermatid development	5	2.34741784	0.016069014	"STK11, H3F3A, H3F3B, FANCG, KIT"	212	77	16792	5.143347219	1	0.183235123	24.59805487
UP_KEYWORDS	Zinc-finger	29	13.61502347	0.016211233	"KMT2C, CTCF, ARID2, GATA2, U2AF1, TRAF7, ZRSR2, RBM10, CHD4, KDM5C, KLF6, DNMT3A, AR, POLE, ASXL1, BRCA1, ATRX, XPA, RNF43, CBLB, SALL4, UBR5, MDM2, MDM4, PRDM1, TNFAIP3, ZFHX3, FBXO11, PHF6"	213	1781	20581	1.573334071	0.985010821	0.066542136	19.20437728
GOTERM_MF_DIRECT	GO:0046332~SMAD binding	4	1.877934272	0.016460529	"TGFBR2, SMAD2, ACVR1, AXIN1"	212	43	16881	7.407196139	0.9997857	0.109282387	21.306568
KEGG_PATHWAY	hsa05145:Toxoplasmosis	8	3.755868545	0.01672361	"AKT1, MAPK1, MYD88, CASP8, SOCS1, IKBKB, STAT3, AKT2"	167	110	6879	2.995753947	0.965130426	0.03827323	19.03977166
GOTERM_BP_DIRECT	GO:0006349~regulation of gene expression by genetic imprinting	3	1.408450704	0.016794644	"DNMT3A, CTCF, BRCA1"	212	16	16792	14.85141509	1	0.189782572	25.56137319
